pattern,level_price,timestamp
ложный пробой (ЛП),70755.1,2026-03-05 19:00:00
пробой вверх,71178.8,2026-03-05 20:00:00
ложный пробой (ЛП),71131.0,2026-03-05 20:00:00
ложный пробой (ЛП),71131.0,2026-03-05 21:00:00
ложный пробой (ЛП),71131.0,2026-03-05 21:00:00
ложный пробой (ЛП),71178.8,2026-03-05 22:00:00
ложный пробой (ЛП),71178.8,2026-03-05 23:00:00
пробой вниз,71131.0,2026-03-05 23:00:00
ложный пробой (ЛП),71178.8,2026-03-06
ложный пробой (ЛП),70755.1,2026-03-06
ложный пробой (ЛП),71178.8,2026-03-06 03:00:00
ложный пробой (ЛП),71131.0,2026-03-06 03:00:00
ложный пробой (ЛП),70343.0,2026-03-06 05:00:00
ложный пробой (ЛП),70343.0,2026-03-06 05:00:00
ложный пробой (ЛП),70611.1,2026-03-06 07:00:00
ложный пробой (ЛП),70343.0,2026-03-06 07:00:00
ложный пробой (ЛП),70755.1,2026-03-06 07:00:00
ложный пробой (ЛП),70611.1,2026-03-06 07:00:00
ложный пробой (ЛП),70343.0,2026-03-06 07:00:00
ложный пробой (ЛП),70755.1,2026-03-06 08:00:00
ложный пробой (ЛП),70611.1,2026-03-06 08:00:00
пробой вниз,70755.1,2026-03-06 09:00:00
пробой вниз,70611.1,2026-03-06 09:00:00
ложный пробой (ЛП),70343.0,2026-03-06 10:00:00
ложный пробой (ЛП),70343.0,2026-03-06 10:00:00
пробой вниз,70343.0,2026-03-06 11:00:00
пробой вниз,70214.7,2026-03-06 11:00:00
ложный пробой (ЛП),70090.9,2026-03-06 13:00:00
ложный пробой (ЛП),70077.4,2026-03-06 13:00:00
ложный пробой (ЛП),69513.9,2026-03-06 14:00:00
ложный пробой (ЛП),70090.9,2026-03-06 14:00:00
ложный пробой (ЛП),69582.6,2026-03-06 14:00:00
ложный пробой (ЛП),70077.4,2026-03-06 14:00:00
ложный пробой (ЛП),69600.0,2026-03-06 14:00:00
пробой вниз,69180.0,2026-03-06 14:00:00
ложный пробой (ЛП),68874.4,2026-03-06 14:00:00
ложный пробой (ЛП),69513.9,2026-03-06 14:00:00
ложный пробой (ЛП),70090.9,2026-03-06 14:00:00
ложный пробой (ЛП),69582.6,2026-03-06 14:00:00
ложный пробой (ЛП),70077.4,2026-03-06 14:00:00
ложный пробой (ЛП),69600.0,2026-03-06 14:00:00
пробой вниз,69180.0,2026-03-06 14:00:00
ложный пробой (ЛП),68874.4,2026-03-06 15:00:00
ложный пробой (ЛП),68874.4,2026-03-06 16:00:00
ложный пробой (ЛП),68299.9,2026-03-06 17:00:00
ложный пробой (ЛП),68181.3,2026-03-06 17:00:00
пробой вниз,68120.4,2026-03-06 17:00:00
