pattern,level_price,timestamp
ложный пробой (ЛП),70624.4,2026-02-09 19:00:00
ложный пробой (ЛП),70100.0,2026-02-09 19:00:00
пробой вверх,70759.9,2026-02-09 19:00:00
ложный пробой (ЛП),70624.4,2026-02-09 20:00:00
ложный пробой (ЛП),70759.9,2026-02-09 20:00:00
пробой вниз,70624.4,2026-02-09 21:00:00
ложный пробой (ЛП),70759.9,2026-02-09 21:00:00
пробой вниз,70624.4,2026-02-09 21:00:00
ложный пробой (ЛП),70759.9,2026-02-09 21:00:00
ложный пробой (ЛП),70100.0,2026-02-09 22:00:00
ложный пробой (ЛП),69876.0,2026-02-09 22:00:00
ложный пробой (ЛП),70759.9,2026-02-09 22:00:00
ложный пробой (ЛП),70100.0,2026-02-10
ложный пробой (ЛП),70200.0,2026-02-10
пробой вниз,69876.0,2026-02-10 03:00:00
ложный пробой (ЛП),70200.0,2026-02-10 03:00:00
пробой вниз,69110.8,2026-02-10 06:00:00
ложный пробой (ЛП),69162.0,2026-02-10 06:00:00
пробой вниз,69366.7,2026-02-10 06:00:00
ложный пробой (ЛП),69162.0,2026-02-10 07:00:00
